time/s,smt_CO2,smt_HCO3,smt_O2,PS_rate,Ub,Uc,cyt_CO2
6564.056,16.297061562693447,2533.2754607765046,386.889587065961,3.773473178282999e-18,3.0979673787849986e-19,3.4636764404044993e-18,14.009392947108225
6567.648,16.289658678524443,2533.1571168020005,387.0153339246345,3.765226157983371e-18,2.9924907103597e-19,3.4659770869474007e-18,14.000470545460523
6571.236999999999,16.282286355248296,2533.039064076154,387.1407589737573,3.757002133720284e-18,2.8869890034236634e-19,3.468303233377918e-18,13.991561862690089
6574.825,16.274943230063517,2532.9213030537007,387.2658631213952,3.748813420531822e-18,2.7816083012402455e-19,3.470652590407797e-18,13.98266704801106
6578.419,16.2676280572353,2532.8038335806177,387.3906477673062,3.740672356110249e-18,2.676495426661958e-19,3.473022813444053e-18,13.973786404231593
6582.015,16.260339707763375,2532.686654892985,387.51511480441116,3.732591278242719e-18,2.571797711648908e-19,3.4754115070778285e-18,13.964920384456954
6585.605,16.2530771688738,2532.5697656169746,387.6392666193107,3.724582501873728e-18,2.4676627216979975e-19,3.477816229703928e-18,13.956069588530221
6589.196999999999,16.245839543334558,2532.453163769987,387.76310609183776,3.716658295852426e-18,2.364237975913089e-19,3.4802344982611174e-18,13.947234759217034
6592.789000000001,16.238626048594845,2532.336846762925,387.88663659363965,3.708830859428881e-18,2.2616706634602133e-19,3.48266379308286e-18,13.938416778141104
6596.39,16.23143601574865,2532.220811403627,388.0098619857836,3.701112298564565e-18,2.1601073571666946e-19,3.485101562847895e-18,13.92961666147806
6599.978,16.22426888832299,2532.105053901455,388.13278661538163,3.693514602123334e-18,2.059693725035762e-19,3.487545229619757e-18,13.920835555415213
6603.571999999999,16.217124220892003,2531.9895698730325,388.255415311235,3.686049618009811e-18,1.9605742404583206e-19,3.489992193963979e-18,13.912074731385871
6607.1669999999995,16.210001677518104,2531.874354349144,388.3777533784974,3.678729029322662e-18,1.8628918919112967e-19,3.4924398401315325e-18,13.903335581086957
6610.759,16.20290103002181,2531.759401782775,388.49980659236286,3.671564330590713e-18,1.7667878929397476e-19,3.494885541296739e-18,13.894619611289343
6614.344,16.195822156082325,2531.6447060582946,388.62158119078265,3.664566804159683e-18,1.6724013932193096e-19,3.4973266648377524e-18,13.885928438450804
6617.927,16.188765037171134,2531.5302605017705,388.7430838662181,3.657747496797618e-18,1.5798691915017576e-19,3.499760577647442e-18,13.877263783141915
6621.51,16.181729756321296,2531.416057892394,388.86432175644427,3.651117196586554e-18,1.4893254512414646e-19,3.502184651462407e-18,13.868627464295667
6625.102,16.174716495735588,2531.3020904750124,388.9853024344117,3.6446864101677025e-18,1.4009014197005183e-19,3.50459626819765e-18,13.860021393292197
6628.688,16.167725534236894,2531.1883499737346,389.10603389718796,3.638465340406334e-18,1.3147251513199228e-19,3.5069928252743425e-18,13.851447567890323
6632.275,16.16075724456463,2531.0748276066033,389.2265245539916,3.632463864542397e-18,1.230921236142831e-19,3.5093717409281145e-18,13.842908066017987
6635.865,16.153812090521342,2530.9615141012955,389.34678321334275,3.6266915128909814e-18,1.149610534058095e-19,3.511730459485172e-18,13.834405039434117
6639.460999999999,16.146890623974084,2530.8483997118346,389.4668190693505,3.6211574626743e-18,1.070910091829571e-19,3.514066453491343e-18,13.825940709323802
6643.047,16.139993481715415,2530.73547423628,389.58664168716405,3.615870511195339e-18,9.949328086092911e-20,3.51637723033441e-18,13.817517358785446
6646.638000000001,16.13312138218916,2530.6227270353575,389.706260987613,3.610839050290306e-18,9.217871161183116e-20,3.5186603386784745e-18,13.809137325306766
6650.232,16.126275123215848,2530.51014704542,389.82568723652366,3.606071042106611e-18,8.515766803986748e-20,3.520913374066743e-18,13.800802994789755
6653.835,16.119455577958423,2530.3977228018325,389.9449310253684,3.601573996251417e-18,7.844001101585928e-20,3.523133985235557e-18,13.792516793346131
6657.429,16.1126636907967,2530.2854424630423,390.0640032513207,3.597354948352479e-18,7.203506815514584e-20,3.525319880197333e-18,13.784281179154169
6661.022,16.105900473117053,2530.1732938352866,390.1829150967558,3.593420440061845e-18,6.595160797675235e-20,3.5274688320850934e-18,13.776098634388225
6664.609,16.09916699902383,2530.061264397905,390.3016780082306,3.589776500542844e-18,6.019781579348155e-20,3.5295786847493626e-18,13.767971657233556
